date;steps_n;proteins_g;kcal_in;kcal_junk_in;kcal_out_training;sleep_hours;stress_rel;weight_kg;waist_cm
24/02/2025;11784;102;1960;150;171;6;2;83,97143337;97,721786
25/02/2025;14949;116;1854;48;253;8;4;84,22710427;97,96793829
26/02/2025;13020;190;1726;324;147;6;2;83,48993662;97,83694109
27/02/2025;8324;138;2029;109;67;9;10;84,20596594;98,17862317
28/02/2025;14979;96;2490;35;7;6;4;83,56653326;97,82931541
01/03/2025;13581;135;2268;254;67;9;6;84,2631323;98,19381284
02/03/2025;11664;98;2025;470;269;6;7;83,30909385;97,26089133
03/03/2025;14237;143;1946;360;64;7;7;84,24590592;98,06240688
04/03/2025;10033;191;2357;111;76;7;4;83,45602058;97,32645098
05/03/2025;14911;121;1994;466;244;8;5;84,1629437;97,99471925
06/03/2025;14132;111;1709;191;206;8;1;83,29246608;97,12609839
07/03/2025;8514;104;2594;351;8;6;1;83,84111569;97,78548294
08/03/2025;8339;119;2657;9;15;9;3;83,061844;97,34917547
09/03/2025;14322;167;2528;482;82;6;5;83,99942401;98,16065667
10/03/2025;11922;163;1772;172;246;6;7;83,21241455;97,24882124
11/03/2025;14864;180;2175;142;124;6;10;83,21801986;97,7701273
12/03/2025;10477;97;2235;288;76;8;2;82,63859285;97,34260236
13/03/2025;10517;113;2185;475;248;7;9;83,36515972;98,11212941
14/03/2025;14172;95;1924;20;150;6;7;82,7360948;97,8228337
15/03/2025;11094;113;2540;94;112;8;7;82,75607324;98,56048452
16/03/2025;12648;133;2209;364;257;9;2;81,81012938;97,84389174
17/03/2025;10731;94;2278;195;283;8;7;82,27651695;98,28969294
18/03/2025;9194;163;2127;10;22;8;1;81,84597469;97,50174423
19/03/2025;11441;105;2443;465;82;6;3;82,19277372;98,2076206
20/03/2025;8587;129;1718;67;89;8;4;82,10546793;97,97461427
21/03/2025;8263;127;1807;379;45;6;9;82,8739158;98,15909816
22/03/2025;13211;178;1940;244;212;7;3;82,49989954;98,01446349
23/03/2025;10073;166;2211;350;192;6;7;83,00797007;98,43713653
24/03/2025;12853;181;2535;29;173;6;6;82,03672492;98,27102937
25/03/2025;9989;109;1770;35;184;6;8;82,09809906;98,95546813
26/03/2025;11695;96;2104;485;149;8;10;81,24911196;98,87144337
27/03/2025;13451;174;2072;362;247;9;10;81,26460972;99,82553567
28/03/2025;11948;186;2352;493;284;8;8;80,98847542;99,4133549
29/03/2025;9771;174;1683;404;219;6;5;81,11221423;99,89945274
30/03/2025;13764;159;2222;330;170;7;4;80,19905018;99,77046394
31/03/2025;9205;185;2059;221;1;8;10;80,61893963;100,1117636
01/04/2025;11007;101;1835;330;143;9;3;80,0410692;99,68199043
02/04/2025;12809;158;1724;119;13;6;7;80,44446401;100,0189386
03/04/2025;11227;103;1682;159;87;9;7;80,44231755;99,90881018
04/04/2025;8738;91;2078;95;83;8;3;80,96826549;100,1629907
05/04/2025;8415;163;1819;237;19;6;6;80,67176386;99,3927269
06/04/2025;10013;192;2173;475;170;7;9;81,5393479;100,308692
07/04/2025;8541;110;1694;288;155;9;3;80,73160948;99,83097026
08/04/2025;8146;135;2178;173;77;7;7;81,15663527;100,1620384
09/04/2025;10135;164;2222;480;218;7;4;80,99692325;99,86508311
10/04/2025;11674;175;1887;278;68;8;3;81,8219284;100,0162008
11/04/2025;8160;104;2539;215;246;7;5;81,25426868;99,67741965
12/04/2025;14429;126;2384;75;174;9;6;82,20850147;100,0514379
13/04/2025;9944;117;2139;210;256;8;8;81,25787701;99,46088669
14/04/2025;13049;128;1919;267;135;9;3;82,08409074;99,88594475
15/04/2025;13851;117;2099;156;87;7;8;81,70727184;99,41729225
16/04/2025;11013;191;1887;297;35;9;10;81,74400159;99,98307089
17/04/2025;11327;176;1808;2;15;8;5;80,8809109;99,12435613
18/04/2025;13489;107;1855;207;272;9;5;81,16973788;99,38951387
19/04/2025;14588;155;2553;165;25;6;1;80,53332961;98,63922584
20/04/2025;11181;101;1960;343;67;9;8;81,28602661;99,09265426
21/04/2025;9343;121;1791;188;193;6;2;80,31184856;98,70065216
22/04/2025;12482;160;2122;206;65;7;2;81,19634322;99,69580898
23/04/2025;8782;146;2366;485;265;8;6;80,40935917;99,20807828
24/04/2025;10369;118;1817;131;98;9;2;80,68815732;99,56960306
25/04/2025;10659;111;2613;458;37;6;1;79,92195002;98,57637993
26/04/2025;8703;143;2473;389;254;7;3;80,4600829;99,51418919
27/04/2025;14276;181;2020;91;50;9;10;80,31780206;98,77483617
28/04/2025;13285;159;2067;220;219;6;5;80,66013005;99,66680353
29/04/2025;12922;145;1872;177;43;7;3;80,35636643;99,37089211
30/04/2025;13346;112;2589;137;17;7;7;80,98579396;99,42608347
01/05/2025;12079;169;2172;250;181;6;3;80,40961383;99,08980052
02/05/2025;13234;177;2497;320;220;6;7;80,7866936;99,53422674
03/05/2025;12920;99;1766;175;152;8;1;80,46620682;99,02673438
04/05/2025;13262;150;2452;250;81;8;10;81,28439706;99,27974357
05/05/2025;14432;96;2661;107;34;7;2;80,71484746;98,99371001
06/05/2025;10348;170;2261;181;216;8;10;81,07653438;99,72509166
07/05/2025;11139;155;1704;421;275;8;6;80,64667207;99,25079482
08/05/2025;14504;180;1901;347;184;8;3;81,59187176;99,36375869
09/05/2025;14209;174;2631;115;292;7;3;80,75905757;98,44742677
10/05/2025;14162;138;2620;385;236;8;10;81,24551618;98,77475512
11/05/2025;11751;130;1704;406;38;9;1;80,36120444;98,26386135
12/05/2025;13807;147;2584;405;9;6;8;81,00798857;98,59205772
13/05/2025;13557;144;2457;249;29;9;9;80,26670695;98,10503892
14/05/2025;12118;132;2523;292;213;7;8;81,12869875;98,39263588
15/05/2025;9112;129;1930;336;210;9;8;80,75250197;97,76868664
16/05/2025;10306;156;1744;344;142;7;10;81,61087385;98,40295957
17/05/2025;11989;152;1812;46;117;7;4;80,61574431;98,04859817
18/05/2025;14455;148;1942;264;268;6;8;81,3683777;98,62599063
19/05/2025;14073;159;2352;440;222;6;2;80,52556639;98,46928787
20/05/2025;13865;101;2121;23;144;9;1;81,30863565;98,79727201
21/05/2025;13313;138;2362;405;11;8;9;81,05308075;98,71222157
22/05/2025;12532;165;1650;408;68;9;10;81,59073345;98,94427818
23/05/2025;9686;154;2168;136;221;9;7;81,38673971;98,25473022
24/05/2025;13297;148;2548;427;220;8;4;81,63326786;98,68928732
25/05/2025;13693;134;1911;26;228;9;9;81,02680066;97,81852622
26/05/2025;10655;145;2651;397;37;9;3;81,5697078;98,37898661
27/05/2025;11261;97;2398;390;81;8;8;81,29744521;97,79768468
28/05/2025;13082;156;2650;137;115;7;1;81,97510195;98,47626014
29/05/2025;9866;125;2143;293;164;8;7;81,66374816;97,65292409
30/05/2025;12483;182;2580;283;25;7;3;81,90089245;98,35250012
31/05/2025;13282;174;1665;222;178;8;8;81,8289935;97,81294615
01/06/2025;8777;113;2516;481;155;6;1;82,15100064;97,95973327
02/06/2025;11221;148;1994;283;260;7;3;81,89916119;97,45265027
03/06/2025;8488;189;1730;147;297;6;9;82,3735104;97,61582645
04/06/2025;8231;150;1718;497;74;6;9;81,95315115;97,61263615
05/06/2025;11851;112;1909;85;23;9;7;82,43799765;98,50945707
06/06/2025;14945;170;2650;101;205;8;3;81,91742038;97,99938192
07/06/2025;14198;103;2356;380;40;9;7;82,77886336;98,95780736
08/06/2025;8291;112;1851;97;240;6;3;82,52139537;98,2434045
09/06/2025;14624;186;1828;14;206;7;8;83,3160732;98,30728301
10/06/2025;11133;182;2197;162;157;7;10;82,46840531;97,86027792
11/06/2025;12488;128;1961;376;200;6;4;83,19309405;98,51072189
12/06/2025;12256;182;1709;188;241;7;1;82,75195235;98,19335592
13/06/2025;12934;130;2008;255;240;8;5;83,21215838;98,82910903
14/06/2025;8655;138;2515;112;169;7;5;82,67903361;98,22034363
15/06/2025;14043;136;2031;469;257;6;10;83,12655203;99,13199103
16/06/2025;9657;107;2260;49;145;6;3;82,18689225;99,00007473
17/06/2025;9867;183;1979;357;111;7;10;82,29196806;99,94581217
18/06/2025;8653;93;2146;169;47;6;9;81,43811122;99,89466776
19/06/2025;14425;113;1702;385;245;8;5;81,98167086;100,214314
20/06/2025;12388;133;2599;36;84;9;5;81,33374435;99,61053521
21/06/2025;9957;109;2206;392;206;7;6;82,23550253;99,93152059
22/06/2025;8205;111;2513;111;97;8;2;81,62502353;99,67335086
23/06/2025;14114;134;2073;230;57;6;6;82,25509179;100,4095194
24/06/2025;9226;105;2208;458;60;6;2;81,79954703;99,52677928
25/06/2025;11055;97;2565;169;221;7;4;82,10282878;99,95559464
26/06/2025;12768;133;2087;203;222;7;1;81,57949238;99,00460597
27/06/2025;14706;189;2425;402;192;9;6;81,84798386;99,80261112
28/06/2025;11438;91;2049;195;259;7;2;81,67237474;99,20448629
29/06/2025;14764;185;1815;290;256;6;8;81,96601486;100,1535598
30/06/2025;10726;126;2239;236;212;9;10;81,70488697;99,25684019
01/07/2025;10893;165;2018;405;188;8;7;82,22028773;100,1061502
02/07/2025;8761;162;2011;495;208;6;8;81,39813614;99,58322828
03/07/2025;9167;160;2125;331;107;9;4;82,38490884;100,0049716
04/07/2025;10484;189;2083;317;199;6;2;81,48723374;99,09655016
05/07/2025;9661;111;2429;286;234;7;5;82,45838167;99,23354484
06/07/2025;14754;160;2425;411;69;7;5;81,55003113;98,91678497
07/07/2025;9802;155;2402;115;217;9;5;81,90978853;99,08772946
08/07/2025;9593;109;2189;425;247;9;5;81,3194261;98,2867352
09/07/2025;12089;124;2121;17;16;9;10;82,23415688;99,0876104
10/07/2025;8461;114;2031;315;151;9;9;81,82067452;98,69391141
11/07/2025;13280;110;2162;54;93;7;7;82,2176591;99,49660128
12/07/2025;13741;165;1818;333;17;9;1;81,85430574;99,24552855
13/07/2025;8021;159;1756;212;260;8;8;81,96443615;99,98194901
14/07/2025;12993;129;2005;300;287;6;9;81,49110962;99,88430155
15/07/2025;8845;165;2447;113;33;6;10;81,63925374;100,4386439
16/07/2025;10787;164;1708;375;232;9;4;81,09253771;100,3090043
17/07/2025;9870;97;2541;465;54;6;9;81,1539905;101,2914986
18/07/2025;14272;179;2219;242;107;8;4;80,42187533;100,4205289
19/07/2025;14732;184;2373;345;197;9;10;81,24856724;101,3774132
20/07/2025;8956;126;1981;226;266;6;2;81,23329244;100,5227468
21/07/2025;9062;147;2146;306;58;7;1;81,3715574;101,4636053
22/07/2025;13182;119;2610;120;13;9;4;80,88019417;101,2483416
23/07/2025;8738;134;1741;47;143;7;8;81,08235756;102,0574014
24/07/2025;13751;113;2650;463;105;9;8;80,31104461;101,7890518
25/07/2025;8196;141;2622;107;179;8;1;80,8040415;102,5075458
26/07/2025;9193;141;2175;268;66;7;7;80,37746965;102,2043693
27/07/2025;9459;154;2117;84;180;6;1;80,64823015;103,0577
28/07/2025;11165;159;1897;245;67;9;5;79,95998672;102,2379124
29/07/2025;13084;172;1712;312;281;6;8;79,97760274;102,7105106
30/07/2025;9279;186;2466;258;23;6;1;79,0142899;102,6864408
31/07/2025;11915;93;2286;164;229;9;3;79,41310305;103,3661392
01/08/2025;8615;101;1721;235;198;9;1;78,62671762;102,8442443
02/08/2025;9879;109;2538;421;89;7;10;79,49076609;103,2515365
03/08/2025;14778;91;2164;97;284;9;10;78,97773891;102,6620878
04/08/2025;13894;155;1805;432;130;6;1;79,53372572;103,1239073
05/08/2025;10973;151;1849;233;264;9;2;78,708989;102,629728
06/08/2025;11716;157;2642;340;16;7;10;79,51838133;103,5204001
07/08/2025;8620;175;2007;422;206;9;8;79,43560696;103,2853085
08/08/2025;12010;162;1798;281;240;6;9;80,38223664;103,8003472
09/08/2025;10075;173;2171;336;178;9;4;79,90073026;103,6346507
10/08/2025;14429;117;2101;314;199;6;2;80,66378212;104,2663495
11/08/2025;11432;117;2643;438;250;9;4;79,76424839;104,0123797
12/08/2025;13938;93;2414;305;234;7;10;80,1115256;104,103526
13/08/2025;8814;107;1690;30;109;9;1;79,90471843;103,2759551
14/08/2025;9876;163;2352;490;205;9;6;80,67301763;103,4412044
15/08/2025;11579;177;2006;476;235;7;3;80,66299324;102,502772
16/08/2025;9731;153;1765;362;209;7;3;80,82153694;103,0944515
17/08/2025;9976;176;2390;315;215;6;2;79,83336495;102,5975859
18/08/2025;14529;177;1893;25;218;9;6;80,34851211;102,6419963
19/08/2025;10133;128;2653;467;55;7;10;79,63944156;102,1561851
20/08/2025;9138;108;2132;260;272;7;4;80,39396999;102,5789549
21/08/2025;13319;115;1808;70;38;6;3;79,90393267;101,6397667
22/08/2025;8643;175;1898;2;140;7;4;80,05917339;102,0880151
23/08/2025;11140;113;2055;432;277;7;8;79,42761665;101,3245406
24/08/2025;8320;157;1696;212;291;7;9;79,5712998;101,8527238
25/08/2025;13748;96;1768;321;239;7;10;78,99072738;101,1085391
26/08/2025;13804;177;2149;227;73;7;8;79,68558707;101,8991047
27/08/2025;14087;134;2542;126;189;7;1;79,25790565;101,2892092
28/08/2025;10550;104;2131;441;217;6;10;79,63907292;102,0581499
29/08/2025;9026;141;1973;495;53;9;7;79,03269784;101,1482513
30/08/2025;12003;104;2562;224;89;7;4;79,56168117;101,2834293
31/08/2025;8983;109;1944;174;164;6;9;78,56812381;100,8268525
01/09/2025;10294;170;2445;386;1;6;5;78,76849715;100,9896653
02/09/2025;9057;111;2560;415;75;9;9;77,99173615;100,9757841
03/09/2025;14215;137;1652;320;145;6;7;78,89390155;101,0089092
04/09/2025;12890;161;2017;61;42;7;4;78,45383961;100,4517922
05/09/2025;13097;136;1668;60;291;8;10;78,78369621;101,0499488
06/09/2025;13479;187;1966;193;110;7;6;78,02225997;100,3712927
07/09/2025;10506;129;2130;312;87;9;9;78,22304538;101,0701854
08/09/2025;8122;113;2188;389;40;8;7;77,75704337;100,2356273
09/09/2025;9009;114;1693;253;219;8;10;78,00946453;101,0363702
10/09/2025;9566;109;2490;302;204;7;3;77,21084238;100,5649629
11/09/2025;14371;158;1703;259;188;9;1;77,9914463;101,5192021
12/09/2025;10379;124;1776;157;54;8;5;77,05604506;100,5537546
13/09/2025;9856;129;2254;172;44;9;7;77,82786948;101,030406
14/09/2025;9610;161;2059;321;95;9;9;77,24499859;100,9641341
15/09/2025;12818;133;1868;317;125;8;1;77,62593093;101,7617821
16/09/2025;11304;135;2276;267;295;8;5;76,90368839;101,0692808
17/09/2025;8475;131;2386;226;134;6;6;77,82197179;101,8751751
18/09/2025;11470;111;2543;135;89;7;4;76,96978065;101,1029376
19/09/2025;11144;173;2298;66;207;7;10;77,64532396;101,6139981
20/09/2025;13639;189;2176;453;146;9;8;76,97572773;101,0539806
21/09/2025;14817;161;2499;25;271;7;9;77,43265937;101,741448
22/09/2025;9843;104;1872;159;182;6;7;76,8109884;100,9610398
23/09/2025;10155;127;1675;25;177;9;2;77,30132767;101,2275637
24/09/2025;11010;132;2218;378;131;7;9;76,85508855;101,0182129
25/09/2025;9955;101;1767;288;58;9;1;77,82997844;101,804146
26/09/2025;14496;124;2508;464;43;7;10;76,87385509;101,2952738
27/09/2025;8532;136;2073;64;28;7;5;77,12494375;101,8556938
28/09/2025;13691;191;2385;14;8;6;2;76,47454602;101,5799799
29/09/2025;8347;150;2192;327;98;6;8;77,11144945;101,8910587
30/09/2025;9313;172;2164;471;72;6;3;76,18526894;101,5873652
01/10/2025;11564;158;2133;73;164;9;8;77,06329672;101,624301
02/10/2025;11991;153;2086;151;196;7;5;76,32797919;101,0073417
03/10/2025;13427;138;1852;122;216;8;10;76,8334607;101,1985809
04/10/2025;12368;115;1665;105;266;8;3;75,8381726;101,0063005
05/10/2025;8991;95;1817;391;162;8;5;76,30934911;101,590954
06/10/2025;8797;154;1670;218;124;7;6;75,797572;100,6359408
07/10/2025;11819;162;2287;449;270;9;2;75,9826631;100,9053499
08/10/2025;10117;178;2453;38;293;6;5;75,81678035;100,222292
09/10/2025;12058;173;2314;65;142;9;3;76,52136147;101,0485348
10/10/2025;12400;122;1795;447;35;9;3;75,8945492;100,8477161
11/10/2025;8596;138;1755;35;24;7;7;76,16903406;101,0513485
12/10/2025;11568;104;2021;354;3;8;8;75,53469871;100,0515695
13/10/2025;12555;109;2318;152;31;6;8;75,79543846;100,5944967
14/10/2025;11205;170;2287;409;25;9;5;75,37115049;100,511106
15/10/2025;11180;160;1789;210;244;6;5;76,18845803;100,5802769
16/10/2025;12908;180;2180;478;161;9;2;75,95802477;100,3247626
17/10/2025;14102;187;2418;449;45;6;1;76,02811042;101,0879988
18/10/2025;9489;106;1955;244;265;8;10;75,4277627;100,2535598
19/10/2025;13511;184;2375;82;21;6;3;76,28504719;100,4334235
20/10/2025;14070;155;2552;446;15;7;10;75,88932098;100,2024441
21/10/2025;13925;94;2436;262;1;7;6;76,78019348;100,4156279
22/10/2025;11782;190;1816;197;216;6;3;76,05656098;99,49283714
23/10/2025;9105;183;1899;295;22;8;5;76,42793278;99,94876256
24/10/2025;12653;112;2072;138;103;7;6;76,29241425;99,51145673
25/10/2025;14092;150;2458;273;3;8;7;76,59498332;100,374604
26/10/2025;9398;113;2252;488;266;8;2;76,00329982;99,87307423
27/10/2025;10495;92;1893;462;32;9;6;76,00699292;100,7505871
28/10/2025;13595;122;2499;241;260;6;10;75,81131064;100,2932581
29/10/2025;8666;96;2531;338;129;9;1;76,60052742;101,0594941
30/10/2025;11496;139;1881;119;29;8;4;76,31589896;100,0688075
31/10/2025;13062;168;1679;172;171;6;3;77,20289788;100,1578878
01/11/2025;13603;128;2060;236;196;6;10;76,66448274;99,27562066
02/11/2025;10222;140;1761;80;216;8;4;77,13844545;99,70131846
03/11/2025;9139;185;1792;125;202;8;2;76,82221097;98,75436719
04/11/2025;11101;152;2570;229;13;7;1;77,5216892;99,42469517
05/11/2025;12860;148;2238;84;195;7;6;76,8339129;99,38572041
06/11/2025;12298;184;1709;492;259;9;10;76,96409035;100,1459563
07/11/2025;14558;106;1688;280;151;6;4;76,18587883;99,64090708
08/11/2025;13578;114;2073;113;132;7;8;76,45361868;99,7691214
09/11/2025;10261;151;2233;271;227;9;8;75,46288485;99,51468004
10/11/2025;12571;103;1897;253;94;8;10;76,08693097;99,53720128
11/11/2025;9582;133;1870;428;256;6;8;75,3870457;99,32722403
12/11/2025;14365;166;2168;477;45;6;6;75,84701573;99,5504056
13/11/2025;8023;93;2044;400;238;9;9;75,63796474;99,31622276
14/11/2025;11888;118;2436;151;199;9;4;76,09601706;99,7547687
15/11/2025;8063;154;2645;161;7;9;2;75,98849567;99,48426829
16/11/2025;11978;112;1902;400;261;8;2;76,64039583;99,54094941
17/11/2025;11112;156;1760;349;298;9;6;76,57037969;99,28995543
18/11/2025;11986;119;1972;52;14;7;7;77,25115043;99,47983521
19/11/2025;11717;152;1904;278;192;8;1;76,68408593;99,29974763
20/11/2025;14490;157;2275;352;134;8;6;76,9082998;100,07813
21/11/2025;8820;161;2155;114;10;7;9;76,41597763;99,08721638
22/11/2025;9288;161;2107;337;151;8;8;77,02142563;99,74895264
23/11/2025;12230;187;1952;462;36;7;6;76,28206158;99,42056056
24/11/2025;11167;92;1759;151;172;7;9;76,45545938;99,84060384
25/11/2025;8282;129;1938;404;41;6;4;75,64344953;99,29088912
26/11/2025;11637;137;1691;248;154;7;3;76,47225327;99,519289
27/11/2025;12645;174;1973;398;92;9;2;75,72380254;99,42409328
28/11/2025;8267;160;1796;66;141;7;5;76,46950923;99,6895846
29/11/2025;8057;144;2383;111;95;6;10;75,50309152;98,69221733
30/11/2025;9847;114;2017;157;286;8;10;75,6392078;99,64300904
01/12/2025;13391;134;2152;266;12;9;2;75,50545156;99,38524913
02/12/2025;10344;135;2629;474;228;8;9;76,19909979;99,41210031
03/12/2025;12391;180;2351;366;99;7;6;75,21360229;99,12922308
04/12/2025;9601;106;1980;53;298;9;2;75,95714132;99,15553832
05/12/2025;10289;159;2171;246;167;7;3;75,8632382;98,46672323
06/12/2025;9702;124;2207;29;224;6;4;76,2799754;98,58455609
07/12/2025;12642;184;2438;176;217;8;6;75,61527791;97,67111294
08/12/2025;10607;101;1708;200;69;9;9;76,40341049;97,93899884
09/12/2025;12747;184;1676;217;54;8;10;76,16346463;97,467674
10/12/2025;10871;163;2608;199;50;7;9;76,25844151;97,59086583
11/12/2025;12991;126;1675;375;73;8;10;76,19958607;97,34455785
12/12/2025;14563;158;1687;71;47;8;1;77,09083688;98,18947754
13/12/2025;11354;107;2637;198;279;7;7;76,62656525;98,12008608
14/12/2025;14359;126;1694;187;159;7;2;77,14134407;98,73280607
15/12/2025;11342;175;2031;404;100;7;10;76,63230598;98,03113246
16/12/2025;8417;169;1928;124;57;8;3;77,60931251;98,76635222
17/12/2025;8232;92;2491;79;231;6;10;76,93290292;97,81490566
18/12/2025;11555;185;1693;282;142;8;1;77,54635645;98,7556415
19/12/2025;10522;170;1676;198;250;8;10;76,55659279;97,80794698
20/12/2025;10089;129;1861;103;297;9;2;77,39861719;98,74061238
21/12/2025;12947;160;2266;368;13;9;8;76,40233325;97,83590555
22/12/2025;11078;181;2489;201;271;9;2;76,92141002;98,18854713
23/12/2025;8478;114;2267;309;176;8;10;76,03912732;97,32728326
24/12/2025;8384;154;2336;231;164;8;9;76,09696915;97,95431949
25/12/2025;14269;122;2542;64;58;6;1;75,87242961;97,17462652
26/12/2025;9449;160;2125;53;38;8;1;76,67479607;97,34537647
27/12/2025;9199;129;2664;15;214;7;8;76,18770798;97,26398262
28/12/2025;11078;191;2616;416;73;6;4;76,42923871;98,21238628
29/12/2025;13752;128;2131;74;175;7;6;76,00794936;98,06043195
30/12/2025;12870;154;2146;258;205;6;10;76,59005835;98,77446165
31/12/2025;10183;129;1654;134;0;9;7;75,96775952;98,38377326
01/01/2026;13218;188;2348;78;89;7;7;76,1002338;98,52135186
02/01/2026;13604;171;2286;470;164;6;6;75,55628897;98,11980744
03/01/2026;14342;97;2523;495;209;7;3;76,42983735;98,54166189
04/01/2026;12234;144;1962;91;56;7;8;76,38200083;97,64781683
05/01/2026;8661;144;2428;337;44;9;10;76,41455186;98,36681295
06/01/2026;12834;190;2011;105;204;7;9;76,03768559;98,32321681
07/01/2026;8473;131;2234;174;6;7;9;76,18473433;98,60080718
08/01/2026;8319;125;1997;159;8;7;8;75,45517848;98,30179384
09/01/2026;13444;121;2250;155;221;8;10;75,68466759;98,31853685
10/01/2026;12786;127;2581;431;189;7;6;74,75522725;97,79629921
11/01/2026;14806;170;1753;324;30;6;6;75,07578879;98,27553144
12/01/2026;12830;125;1747;5;137;8;5;75,0129885;97,47804732
13/01/2026;12973;174;2187;290;126;6;5;75,52289154;97,54126317
14/01/2026;12669;169;2224;410;172;6;4;75,0531593;97,49937181
15/01/2026;11366;142;2123;87;295;8;9;75,24318051;97,58490295
16/01/2026;13364;118;2056;22;8;8;9;74,81334613;96,73318247
17/01/2026;14339;109;2210;208;272;9;9;75,15210941;97,1603598
18/01/2026;12998;114;2367;271;279;9;3;74,166962;96,69285549
19/01/2026;12305;169;1848;50;204;6;4;74,34436318;97,25292361
20/01/2026;12225;188;2292;246;292;7;1;73,41147337;96,60103942
21/01/2026;14102;158;2113;260;273;6;5;74,1846714;97,43633881
22/01/2026;10453;162;1903;387;25;7;5;73,24696365;97,12932383
23/01/2026;12488;148;2626;262;8;8;7;74,00055051;97,14937165
24/01/2026;8434;177;2438;340;258;8;6;73,64655607;96,29393085
25/01/2026;9280;181;2316;103;9;7;5;73,94156175;96,4212664
26/01/2026;14548;174;2525;401;287;9;8;73,29021026;96,25781518
27/01/2026;10756;178;2570;173;10;9;4;73,65990939;96,4520075
28/01/2026;9535;164;1927;247;186;9;2;73,24496507;96,4415445
29/01/2026;11486;134;2267;21;141;8;8;73,4712435;97,11916622
30/01/2026;11839;115;2085;141;131;7;3;73,46132119;96,59959317
31/01/2026;12926;105;1732;419;193;8;9;74,20584439;96,78025691
01/02/2026;14737;184;1972;128;277;7;4;74,05232905;96,07625313
