date;steps_n;proteins_g;kcal_in;kcal_junk_in;kcal_out_training;sleep_hours;stress_rel;weight_kg;waist_cm
24/02/2025;11784;102;1960;150;171;6;2;83,97143337;97,721786
25/02/2025;14949;116;1854;48;253;8;4;84,22710427;97,96793829
26/02/2025;13020;190;1726;324;147;6;2;83,48993662;97,83694109
27/02/2025;8324;138;2029;109;67;9;10;84,20596594;98,17862317
28/02/2025;14979;96;2490;35;7;6;4;83,56653326;97,82931541
01/03/2025;13581;135;2268;254;67;9;6;84,2631323;98,19381284
02/03/2025;11664;98;2025;470;269;6;7;83,30909385;97,26089133
03/03/2025;14237;143;1946;360;64;7;7;84,24590592;98,06240688
04/03/2025;10033;191;2357;111;76;7;4;83,45602058;97,32645098
05/03/2025;14911;121;1994;466;244;8;5;84,1629437;97,99471925
06/03/2025;14132;111;1709;191;206;8;1;83,29246608;97,12609839
07/03/2025;8514;104;2594;351;8;6;1;83,84111569;97,78548294
08/03/2025;8339;119;2657;9;15;9;3;83,061844;97,34917547
09/03/2025;14322;167;2528;482;82;6;5;83,99942401;98,16065667
10/03/2025;11922;163;1772;172;246;6;7;83,21241455;97,24882124
11/03/2025;14864;180;2175;142;124;6;10;83,21801986;97,7701273
12/03/2025;10477;97;2235;288;76;8;2;82,63859285;97,34260236
13/03/2025;10517;113;2185;475;248;7;9;83,36515972;98,11212941
14/03/2025;14172;95;1924;20;150;6;7;82,7360948;97,8228337
15/03/2025;11094;113;2540;94;112;8;7;82,75607324;98,56048452
16/03/2025;12648;133;2209;364;257;9;2;81,81012938;97,84389174
17/03/2025;10731;94;2278;195;283;8;7;82,27651695;98,28969294
18/03/2025;9194;163;2127;10;22;8;1;81,84597469;97,50174423
19/03/2025;11441;105;2443;465;82;6;3;82,19277372;98,2076206
20/03/2025;8587;129;1718;67;89;8;4;82,10546793;97,97461427
21/03/2025;8263;127;1807;379;45;6;9;82,8739158;98,15909816
22/03/2025;13211;178;1940;244;212;7;3;82,49989954;98,01446349
23/03/2025;10073;166;2211;350;192;6;7;83,00797007;98,43713653
24/03/2025;12853;181;2535;29;173;6;6;82,03672492;98,27102937
25/03/2025;9989;109;1770;35;184;6;8;82,09809906;98,95546813
26/03/2025;11695;96;2104;485;149;8;10;81,24911196;98,87144337
27/03/2025;13451;174;2072;362;247;9;10;81,26460972;99,82553567
28/03/2025;11948;186;2352;493;284;8;8;80,98847542;99,4133549
29/03/2025;9771;174;1683;404;219;6;5;81,11221423;99,89945274
30/03/2025;13764;159;2222;330;170;7;4;80,19905018;99,77046394
31/03/2025;9205;185;2059;221;1;8;10;80,61893963;100,1117636
01/04/2025;11007;101;1835;330;143;9;3;80,0410692;99,68199043
02/04/2025;12809;158;1724;119;13;6;7;80,44446401;100,0189386
03/04/2025;11227;103;1682;159;87;9;7;80,44231755;99,90881018
04/04/2025;8738;91;2078;95;83;8;3;80,96826549;100,1629907
05/04/2025;8415;163;1819;237;19;6;6;80,67176386;99,3927269
06/04/2025;10013;192;2173;475;170;7;9;81,5393479;100,308692
07/04/2025;8541;110;1694;288;155;9;3;80,73160948;99,83097026
08/04/2025;8146;135;2178;173;77;7;7;81,15663527;100,1620384
09/04/2025;10135;164;2222;480;218;7;4;80,99692325;99,86508311
10/04/2025;11674;175;1887;278;68;8;3;81,8219284;100,0162008
11/04/2025;8160;104;2539;215;246;7;5;81,25426868;99,67741965
12/04/2025;14429;126;2384;75;174;9;6;82,20850147;100,0514379
13/04/2025;9944;117;2139;210;256;8;8;81,25787701;99,46088669
14/04/2025;13049;128;1919;267;135;9;3;82,08409074;99,88594475
15/04/2025;13851;117;2099;156;87;7;8;81,70727184;99,41729225
16/04/2025;11013;191;1887;297;35;9;10;81,74400159;99,98307089
17/04/2025;11327;176;1808;2;15;8;5;80,8809109;99,12435613
18/04/2025;13489;107;1855;207;272;9;5;81,16973788;99,38951387
19/04/2025;14588;155;2553;165;25;6;1;80,53332961;98,63922584
20/04/2025;11181;101;1960;343;67;9;8;81,28602661;99,09265426
21/04/2025;9343;121;1791;188;193;6;2;80,31184856;98,70065216
22/04/2025;12482;160;2122;206;65;7;2;81,19634322;99,69580898
23/04/2025;8782;146;2366;485;265;8;6;80,40935917;99,20807828
24/04/2025;10369;118;1817;131;98;9;2;80,68815732;99,56960306
25/04/2025;10659;111;2613;458;37;6;1;79,92195002;98,57637993
26/04/2025;8703;143;2473;389;254;7;3;80,4600829;99,51418919
27/04/2025;14276;181;2020;91;50;9;10;80,31780206;98,77483617
28/04/2025;13285;159;2067;220;219;6;5;80,66013005;99,66680353
29/04/2025;12922;145;1872;177;43;7;3;80,35636643;99,37089211
30/04/2025;13346;112;2589;137;17;7;7;80,98579396;99,42608347
01/05/2025;12079;169;2172;250;181;6;3;80,40961383;99,08980052
02/05/2025;13234;177;2497;320;220;6;7;80,7866936;99,53422674
03/05/2025;12920;99;1766;175;152;8;1;80,46620682;99,02673438
04/05/2025;13262;150;2452;250;81;8;10;81,28439706;99,27974357
05/05/2025;14432;96;2661;107;34;7;2;80,71484746;98,99371001
06/05/2025;10348;170;2261;181;216;8;10;81,07653438;99,72509166
07/05/2025;11139;155;1704;421;275;8;6;80,64667207;99,25079482
08/05/2025;14504;180;1901;347;184;8;3;81,59187176;99,36375869
09/05/2025;14209;174;2631;115;292;7;3;80,75905757;98,44742677
10/05/2025;14162;138;2620;385;236;8;10;81,24551618;98,77475512
11/05/2025;11751;130;1704;406;38;9;1;80,36120444;98,26386135
12/05/2025;13807;147;2584;405;9;6;8;81,00798857;98,59205772
13/05/2025;13557;144;2457;249;29;9;9;80,26670695;98,10503892
14/05/2025;12118;132;2523;292;213;7;8;81,12869875;98,39263588
15/05/2025;9112;129;1930;336;210;9;8;80,75250197;97,76868664
16/05/2025;10306;156;1744;344;142;7;10;81,61087385;98,40295957
17/05/2025;11989;152;1812;46;117;7;4;80,61574431;98,04859817
18/05/2025;14455;148;1942;264;268;6;8;81,3683777;98,62599063
19/05/2025;14073;159;2352;440;222;6;2;80,52556639;98,46928787
20/05/2025;13865;101;2121;23;144;9;1;81,30863565;98,79727201
21/05/2025;13313;138;2362;405;11;8;9;81,05308075;98,71222157
22/05/2025;12532;165;1650;408;68;9;10;81,59073345;98,94427818
23/05/2025;9686;154;2168;136;221;9;7;81,38673971;98,25473022
24/05/2025;13297;148;2548;427;220;8;4;81,63326786;98,68928732
25/05/2025;13693;134;1911;26;228;9;9;81,02680066;97,81852622
26/05/2025;10655;145;2651;397;37;9;3;81,5697078;98,37898661
27/05/2025;11261;97;2398;390;81;8;8;81,29744521;97,79768468
28/05/2025;13082;156;2650;137;115;7;1;81,97510195;98,47626014
29/05/2025;9866;125;2143;293;164;8;7;81,66374816;97,65292409
30/05/2025;12483;182;2580;283;25;7;3;81,90089245;98,35250012
31/05/2025;13282;174;1665;222;178;8;8;81,8289935;97,81294615
01/06/2025;8777;113;2516;481;155;6;1;82,15100064;97,95973327
02/06/2025;11221;148;1994;283;260;7;3;81,89916119;97,45265027
03/06/2025;8488;189;1730;147;297;6;9;82,3735104;97,61582645
04/06/2025;8231;150;1718;497;74;6;9;81,95315115;97,61263615
05/06/2025;11851;112;1909;85;23;9;7;82,43799765;98,50945707
06/06/2025;14945;170;2650;101;205;8;3;81,91742038;97,99938192
07/06/2025;14198;103;2356;380;40;9;7;82,77886336;98,95780736
08/06/2025;8291;112;1851;97;240;6;3;82,52139537;98,2434045
09/06/2025;14624;186;1828;14;206;7;8;83,3160732;98,30728301
10/06/2025;11133;182;2197;162;157;7;10;82,46840531;97,86027792
11/06/2025;12488;128;1961;376;200;6;4;83,19309405;98,51072189
12/06/2025;12256;182;1709;188;241;7;1;82,75195235;98,19335592
13/06/2025;12934;130;2008;255;240;8;5;83,21215838;98,82910903
14/06/2025;8655;138;2515;112;169;7;5;82,67903361;98,22034363
15/06/2025;14043;136;2031;469;257;6;10;83,12655203;99,13199103
16/06/2025;9657;107;2260;49;145;6;3;82,18689225;99,00007473
17/06/2025;9867;183;1979;357;111;7;10;82,29196806;99,94581217
18/06/2025;8653;93;2146;169;47;6;9;81,43811122;99,89466776
19/06/2025;14425;113;1702;385;245;8;5;81,98167086;100,214314
20/06/2025;12388;133;2599;36;84;9;5;81,33374435;99,61053521
21/06/2025;9957;109;2206;392;206;7;6;82,23550253;99,93152059
22/06/2025;8205;111;2513;111;97;8;2;81,62502353;99,67335086
23/06/2025;14114;134;2073;230;57;6;6;82,25509179;100,4095194
24/06/2025;9226;105;2208;458;60;6;2;81,79954703;99,52677928
25/06/2025;11055;97;2565;169;221;7;4;82,10282878;99,95559464
26/06/2025;12768;133;2087;203;222;7;1;81,57949238;99,00460597
27/06/2025;14706;189;2425;402;192;9;6;81,84798386;99,80261112
28/06/2025;11438;91;2049;195;259;7;2;81,67237474;99,20448629
29/06/2025;14764;185;1815;290;256;6;8;81,96601486;100,1535598
30/06/2025;10726;126;2239;236;212;9;10;81,70488697;99,25684019
01/07/2025;10893;165;2018;405;188;8;7;82,22028773;100,1061502
02/07/2025;8761;162;2011;495;208;6;8;81,39813614;99,58322828
03/07/2025;9167;160;2125;331;107;9;4;82,38490884;100,0049716
04/07/2025;10484;189;2083;317;199;6;2;81,48723374;99,09655016
05/07/2025;9661;111;2429;286;234;7;5;82,45838167;99,23354484
06/07/2025;14754;160;2425;411;69;7;5;81,55003113;98,91678497
07/07/2025;9802;155;2402;115;217;9;5;81,90978853;99,08772946
08/07/2025;9593;109;2189;425;247;9;5;81,3194261;98,2867352
09/07/2025;12089;124;2121;17;16;9;10;82,23415688;99,0876104
10/07/2025;8461;114;2031;315;151;9;9;81,82067452;98,69391141
11/07/2025;13280;110;2162;54;93;7;7;82,2176591;99,49660128
12/07/2025;13741;165;1818;333;17;9;1;81,85430574;99,24552855
13/07/2025;8021;159;1756;212;260;8;8;81,96443615;99,98194901
14/07/2025;12993;129;2005;300;287;6;9;81,49110962;99,88430155
15/07/2025;8845;165;2447;113;33;6;10;81,63925374;100,4386439
16/07/2025;10787;164;1708;375;232;9;4;81,09253771;100,3090043
17/07/2025;9870;97;2541;465;54;6;9;81,1539905;101,2914986
18/07/2025;14272;179;2219;242;107;8;4;80,42187533;100,4205289
19/07/2025;14732;184;2373;345;197;9;10;81,24856724;101,3774132
20/07/2025;8956;126;1981;226;266;6;2;81,23329244;100,5227468
21/07/2025;9062;147;2146;306;58;7;1;81,3715574;101,4636053
22/07/2025;13182;119;2610;120;13;9;4;80,88019417;101,2483416
23/07/2025;8738;134;1741;47;143;7;8;81,08235756;102,0574014
24/07/2025;13751;113;2650;463;105;9;8;80,31104461;101,7890518
25/07/2025;8196;141;2622;107;179;8;1;80,8040415;102,5075458
26/07/2025;9193;141;2175;268;66;7;7;80,37746965;102,2043693
27/07/2025;9459;154;2117;84;180;6;1;80,64823015;103,0577
